Role	name	year	nominations	rating	duration	genre1	genre2	release	metacritic	synopsis
Actress	 The Accused	1988	 	7.1	111	Crime	Drama	October		After a young woman suffers a brutal rape in a bar one night a prosecutor assists in bringing the perpetrators to justice including the ones who encouraged and cheered on the attack.
Actress	 Moonstruck	1987	6	7.1	102	Comedy	Drama	January	83	Loretta Castorini a book keeper from Brooklyn New York finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.
Actress	Children of a Lesser God	1986	5	7.2	119	Drama	Romance	October		James is a new speech teacher at a school for the deaf. He falls for Sarah a pupil who decided to stay on at the school rather than venture into the big bad world. She shuns him at first ...                See full summary »
Actress	 The Trip to Bountiful	1985	2	7.6	108	Drama		January		In 1940s Texas an elderly woman is determined to visit her childhood home for one last time.
Actress	 Places in the Heart	1984	7	7.3	111	Drama		October		In 1930s Southern US a widow and her family try to run their cotton farm with the help of a disparate group of friends.
Actress	 Terms of Endearment	1983	11	7.4	132	Comedy	Drama	December	79	Follows hard-to-please Aurora looking for love and her daughters family problems.
Actress	 Sophie's Choice	1982	5	7.7	150	Drama	Romance	December	68	After spending time with his new neighbors an aspiring writer realizes they are harboring deep secrets that will forever change him.
Actress	 On Golden Pond	1981	10	7.7	109	Drama		February		Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond he and his wife nevertheless agree to care for Billy the son of Chelseas new boyfriend and a most unexpected relationship blooms.
Actress	 Coal Miner's Daughter	1980	7	7.5	124	Biography	Drama	March		Biographical story of Loretta Lynn a legendary country singer that came from poverty to worldwide fame. She rose from humble beginnings in Kentucky to superstardom and changing the sound and style of country music forever.
Actress	 Norma Rae	1979	4	7.4	114	Drama		March		A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.
Actress	 Coming Home	1978	8	7.3	127	Drama	Romance	February		A woman whose husband is fighting in Vietnam falls in love with another man who suffered a paralyzing combat injury there.
Actress	 Annie Hall	1977	5	8.1	93	Comedy	Romance	April		Neurotic New York comedian Alvy Singer falls in love with the ditsy Annie Hall.
Actress	 Network	1976	10	8.1	121	Drama		November		A television network cynically exploits a deranged former anchors ravings and revelations about the news media for its own profit.
Actress	 One Flew Over the Cuckoo's Nest	1975	9	8.7	133	Drama		November	79	A criminal pleads insanity after getting into trouble again and once in the mental institution rebels against the oppressive nurse and rallies up the scared patients.
Actress	 Alice Doesn't Live Here Anymore	1974	3	7.4	112	Drama	Romance	May		A recently widowed woman is on the road with her precocious young son determined to make a new life for herself as a singer.
Actress	 A Touch of Class	1973	5	6.5	106	Comedy	Romance	August		Romantic comedy about a pair of clandestine lovers in a London-Spain tryst.
Actress	 Cabaret	1972	10	7.9	124	Drama	Musical	February	80	A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
Actress	 Klute	1971	2	7.2	114	Crime	Mystery	June		A small-town detective searching for a missing man has only one lead: a connection with a New York prostitute.
Actress	 Women in Love	1970	4	7.6	131	Drama	Romance	September		The battle of the sexes and relationships among the elite of Britians industrial Midlands in the 1920s. Gerald Crich and Rupert Berkin are best friends who fall in love with a pair of ...                See full summary »
Actress	 The Prime of Miss Jean Brodie	1969	2	7.7	116	Drama		June		A headstrong young teacher in a private school in 1930s Edinburgh ignores the curriculum and influences her impressionable 12 year old charges with her over-romanticized world view.
Actress	 The Lion in Winter	1968	7	8.2	134	Biography	Drama	October		1183 AD: King Henry IIs three sons all want to inherit the throne but he wont commit to a choice. They and his wife variously plot to force him.
Actress	Guess Who's Coming to Dinner	1967	10	7.8	108	Comedy	Drama	December		A couples attitudes are challenged when their daughter introduces them to her African-American fiancé.
Actress	 Who's Afraid of Virginia Woolf?	1966	13	8.1	131	Drama		June		A bitter aging couple with the help of alcohol use a young couple to fuel anguish and emotional pain towards each other.
Actress	 Darling	1965	5	7.2	128	Drama	Romance	September		A beautiful but amoral model sleeps her way to the top of the London fashion scene at the height of the Swinging Sixties.
Actress	 Mary Poppins	1964	13	7.8	139	Comedy	Family	September		A magic nanny comes to work for a cold bankers unhappy family.
Actress	Hud	1963	7	7.9	112	Drama		May		Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth out for kicks with no regard for the ...                See full summary »
Actress	 The Miracle Worker	1962	5	8.1	106	Biography	Drama	July		The story of Anne Sullivans struggle to teach the blind and deaf Helen Keller how to communicate.
Actress	 Two Women	1961	 	7.9	100	Drama	War	December		In the Italy of WWII a widow and her lonely daughter seek for distance between them and the horrors of war.
Actress	 Butterfield 8	1960	2	6.4	109	Drama		November		The romantic life of a fashionable Manhattan beauty whos part model part call-girl--and all man-trap.
Actress	 Room at the Top	1959	6	7.7	117	Drama	Romance	January		An ambitious young accountant schemes to wed a wealthy factory owners daughter despite falling in love with a married older woman.
Actress	 I Want to Live!	1958	6	7.5	120	Biography	Crime	November		A prostitute sentenced to death for murder pleads her innocence.
Actress	 The Three Faces of Eve	1957	 	7.2	91	Drama	Mystery	September		A doctor treats a woman suffering from Multiple Personality Disorder.
Actress	 Anastasia	1956	2	7.2	105	Biography	Drama	December		An opportunistic Russian businessman tries to pass a mysterious impostor as the Grand Duchess Anastasia. But she is so convincing in her performance that even the biggest skeptics believe her.
Actress	 The Rose Tattoo	1955	8	7.2	117	Comedy	Drama			An Italian-American neighborhood in Louisiana is disturbed when truck driver Rosario Delle Rose is killed by police while smuggling. His buxom widow Serafina miscarries then over a period ...                See full summary »
Actress	 The Country Girl	1954	7	7.3	104	Drama	Music	May		A director hires an alcoholic has-been and strikes up a stormy relationship with the actors wife who he believes is the cause of all the mans problems.
Actress	 Roman Holiday	1953	10	8.1	118	Comedy	Romance	September	76	A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
Actress	 Come Back Little Sheba	1952	3	7.8	99	Drama	Romance	December		An emotionally remote recovering alcoholic and his dowdy unambitious wife face a personal crisis when they take in an attractive lodger.
Actress	 A Streetcar Named Desire	1951	12	8.1	122	Drama		December		Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
Actress	 Born Yesterday	1950	5	7.6	103	Comedy	Drama	May		A million dollar Tycoon hires a tutor to teach his lover proper etiquette.
Actress	 The Heiress	1949	8	8.3	115	Drama	Romance	February		A young naive woman falls for a handsome young man who her emotionally abusive father suspects is a fortune hunter.
Actress	 Johnny Belinda	1948	12	7.8	102	Drama		September		In post-war Cape Breton a doctors efforts to tutor a deaf/mute woman are undermined when she is raped and the resulting pregnancy causes scandal to swirl.
Actress	 The Farmer's Daughter	1947	2	7.4	97	Drama	Romance	March		Katie Holstrom leaves the farm to become a nurse but is sidetracked into domestic service romance and politics.
Actress	 To Each His Own	1946	2	7.8	122	Drama	Romance	March		An unwed mother forced to give up her child to avoid scandal follows her sons life from afar even as she prospers in business.
Actress	 Mildred Pierce	1945	6	8	111	Crime	Drama			A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
Actress	 Gaslight	1944	7	7.9	114	Crime	Drama	May		Years after her aunt was murdered in her home a young woman moves back into the house with her new husband. However he has a secret that he will do anything to protect even if it means driving his wife insane.
Actress	 The Song of Bernadette	1943	12	7.7	156	Biography	Drama	April		"In 1858 France Bernadette an adolescent peasant girl has a vision of ""a beautiful lady"" in the city dump. She never claims it to be anything other than this but the townspeople all ...                See full summary »"
Actress	 Mrs. Miniver	1942	12	7.6	134	Drama	Romance	December		A British family struggles to survive the first months of World War II.
Actress	 Suspicion	1941	3	7.5	99	Mystery	Thriller	November		A shy young heiress marries a charming gentleman and soon begins to suspect he is planning to murder her.
Actress	 Kitty Foyle: The Natural History of a Woman	1940	5	7.1	108	Drama	Romance	December		Kitty Foyle a hard-working white-collar girl from a Philadelphia Pennsylvania low middle-class family meets and falls in love with young socialite Wyn Strafford but his family is against her.
Actress	 Gone With the Wind	1939	13	8.2	238	Drama	Romance	January		A manipulative Southern belle carries on a turbulent affair with a blockade runner during the American Civil War.
Actress	 Jezebel	1938	5	7.6	104	Drama	Romance	March		A haughty headstrong Southern Belle in Antebellum Louisiana loses her fiance due to her stubborn vanity and pride and vows to get him back.
Actress	 The Good Earth	1937	5	7.8	138	Drama	Romance	August		The story of a farmer in China: a story of humility and bravery. His father gives Wang Lung a freed slave as wife. By diligence and frugality the two manage to enlarge their property. But ...                See full summary »
Actress	 The Great Ziegfeld	1936	7	6.8	176	Biography	Drama	April		This biography follows the ups and downs of Florenz Ziegfeld famed producer of extravagant stage revues.
Actress	 Dangerous	1935	 	7.2	79	Drama		December		An alcoholic actress who is considered a dangerous jinx is rehabilitated but she then shows that shes as dangerous as ever.
Actress	 It Happened One Night	1934	5	8.2	105	Comedy	Romance	February		A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.
Actress	 Morning Glory	1933	 	6.6	74	Drama	Romance	August		When a naively innocent aspiring actress arrives on the Broadway scene she is taken under the wing of several theater veterans who mentor her to ultimate success.
Actress	 The Sin of Madelon Claudet	1931	 	6.8	75	Drama		October		Out of jail for a crime she did not commit Madelon turns to prostitution and thievery to send her illegitimate son to medical school.
Actress	 Min and Bill	1930	 	7.4	69	Comedy	Drama	November		Min the owner of a dockside hotel is forced to make difficult decisions about the future of Nancy the young woman she took in as an infant.
Actress	 The Divorcee	1929	4	6.9	84	Romance	Drama	April		When a woman discovers that her husband has been unfaithful to her she decides to respond to his infidelities in kind.
Actress	 Coquette	1928	 	7.3	76	Drama	Romance	April		A flirtatious southern belle is compromised with one of her beaus.
Actress	 Seventh Heaven (7th Heaven)	1927	5	7.8	110	Drama	Romance			A street cleaner saves a young womans life and the pair slowly fall in love until war intervenes.
Director	 Birdman	2014	9	7.8	119	Comedy	Drama	November	88	Illustrated upon the progress of his latest Broadway play a former popular actors struggle to cope with his current life as a wasted actor is shown.
Director	 Gravity	2013	10	7.9	91	Sci-Fi	Thriller	October	96	A medical engineer and an astronaut work together to survive after an accident leaves them adrift in space.
Director	 Life of Pi	2012	11	8	127	Adventure	Drama	November	79	A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away he forms an unexpected connection with another survivor: a fearsome Bengal tiger.
Director	 The Artist	2011	10	8	100	Comedy	Drama	October	89	A silent movie star meets a young dancer but the arrival of talking pictures sends their careers in opposite directions.
Director	 The King's Speech	2010	12	8	118	Biography	Drama	December	88	The story of King George VI of the United Kingdom of Great Britain and Northern Ireland his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.
Director	 The Hurt Locker	2009	9	7.6	131	Drama	History	July	94	During the Iraq War a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.
Director	 Slumdog Millionaire	2008	10	8	120	Drama	Romance	January	86	"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?"""
Director	 No Country for Old Men	2007	8	8.1	122	Crime	Drama	November	91	Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
Director	 The Departed	2006	5	8.5	151	Crime	Drama	October	86	An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
Director	 Brokeback Mountain	2005	8	7.7	134	Drama	Romance	January	87	The story of a forbidden and secretive relationship between two cowboys and their lives over the years.
Director	 Million Dollar Baby	2004	7	8.1	132	Drama	Sport	January	86	A determined woman works with a hardened boxing trainer to become a professional.
Director	 The Lord of the Rings: The Return of the King	2003	11	8.9	201	Adventure	Drama	December	94	Gandalf and Aragorn lead the World of Men against Saurons army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
Director	 The Pianist	2002	7	8.5	150	Biography	Drama	January	85	A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
Director	 A Beautiful Mind	2001	8	8.2	135	Biography	Drama	January	72	After a brilliant but asocial mathematician John Nash accepts secret work in cryptography his life takes a turn for the nightmarish.
Director	 Traffic	2000	5	7.6	147	Crime	Drama	January	86	A conservative judge is appointed by the President to spearhead Americas escalating war against drugs only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug barons wife attempts to carry on the family business.
Director	 American Beauty	1999	8	8.4	122	Drama	Romance	October	86	A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughters best friend.
Director	 Saving Private Ryan	1998	11	8.6	169	Action	Drama	July	90	Following the Normandy Landings a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.
Director	 Titanic	1997	14	7.7	194	Drama	Romance	December	74	A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious ill-fated R.M.S. Titanic.
Director	 The English Patient	1996	12	7.4	162	Drama	Romance	November	87	At the close of WWII a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks revealing an involvement in a fateful love affair.
Director	 Braveheart	1995	10	8.4	178	Biography	Drama	May	68	When his secret bride is executed for assaulting an English soldier who tried to rape her William Wallace begins a revolt against King Edward I of England.
Director	 Forrest Gump	1994	13	8.8	142	Drama	Romance	July	82	Forrest Gump while not intelligent has accidentally been present at many historic moments but his true love Jenny Curran eludes him.
Director	 Schindler's List	1993	12	8.9	195	Biography	Drama	December	93	In Poland during World War II Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.
Director	 Unforgiven	1992	10	8.3	131	Western		August	82	Retired Old West gunslinger William Munny reluctantly takes on one last job with the help of his old partner and a young man.
Director	 The Silence of the Lambs	1991	7	8.6	118	Crime	Drama	February	84	A young F.B.I. cadet must confide in an incarcerated and manipulative killer to receive his help on catching another serial killer who skins his victims.
Director	 Dances with Wolves	1990	12	8	181	Adventure	Drama	November	72	Lt. John Dunbar exiled to a remote western Civil War outpost befriends wolves and Indians making him an intolerable aberration in the military.
Director	 Born on the Fourth of July	1989	8	7.2	145	Biography	Drama	January	75	The biography of Ron Kovic. Paralyzed in the Vietnam war he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.
Director	 Rain Man	1988	8	8	133	Drama		December	65	Selfish yuppie Charlie Babbitts father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.
Director	 The Last Emperor	1987	9	7.8	163	Biography	Drama	October	76	The story of the final Emperor of China.
Director	 Platoon	1986	8	8.1	120	Drama	War	February		A young recruit in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.
Director	Out of Africa	1985	11	7.2	161	Biography	Drama	December		In 20th-century colonial Kenya a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.
Director	 Amadeus	1984	11	8.3	160	Biography	Drama	October	93	The incredible story of Wolfgang Amadeus Mozart told by his peer and secret rival Antonio Salieri - now confined to an insane asylum.
Director	 Terms of Endearment	1983	11	7.4	132	Comedy	Drama	December	79	Follows hard-to-please Aurora looking for love and her daughters family problems.
Director	 Gandhi	1982	11	8.1	191	Biography	Drama	December		The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
Director	 Reds	1981	12	7.5	195	Biography	Drama	December		A radical American journalist becomes involved with the Communist revolution in Russia and hopes to bring its spirit and idealism to the United States.
Director	 Ordinary People	1980	6	7.8	124	Drama		February	85	The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother the good-natured father and the guilt-ridden younger son.
Director	 Kramer vs. Kramer	1979	9	7.8	105	Drama		December	77	Ted Kramers wife leaves her husband allowing for a lost bond to be rediscovered between Ted and his son Billy. But a heated custody battle ensues over the divorced couples son deepening the wounds left by the separation.
Director	 The Deer Hunter	1978	9	8.2	183	Drama	War	February	73	An in-depth examination of the ways in which the U.S. Vietnam war impacts and disrupts the lives of people in a small industrial town in Pennsylvania.
Director	 Annie Hall	1977	5	8.1	93	Comedy	Romance	April		Neurotic New York comedian Alvy Singer falls in love with the ditsy Annie Hall.
Director	 Rocky	1976	10	8.1	120	Drama	Sport	December		Rocky Balboa a small-time boxer gets a supremely rare chance to fight the heavy-weight champion Apollo Creed in a bout in which he strives to go the distance for his self-respect.
Director	 One Flew Over the Cuckoo's Nest	1975	9	8.7	133	Drama		November	79	A criminal pleads insanity after getting into trouble again and once in the mental institution rebels against the oppressive nurse and rallies up the scared patients.
Director	 The Godfather: Part II	1974	11	9	202	Crime	Drama	December	80	The early life and career of Vito Corleone in 1920s New York is portrayed while his son Michael expands and tightens his grip on his crime syndicate stretching from Lake Tahoe Nevada to pre-revolution 1958 Cuba.
Director	 The Sting	1973	10	8.3	129	Comedy	Crime	December		In Chicago in September 1936 a young con man seeking revenge for his murdered partner teams up with a master of the big con to win a fortune from a criminal banker.
Director	 Cabaret	1972	10	7.9	124	Drama	Musical	February	80	A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
Director	 The French Connection	1971	8	7.8	104	Action	Crime	October	96	A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.
Director	 Patton	1970	10	8	172	Biography	Drama	April	91	The World War II phase of the career of the controversial American general George S. Patton.
Director	 Midnight Cowboy	1969	7	7.9	113	Drama		June		A naive hustler goes to New York to seek personal fortune but in the process finds himself a new friend.
Director	 Oliver!	1968	11	7.5	153	Drama	Family	September		Musical adaptation about an orphan who runs away from an orphanage and hooks up with a group of boys trained to be pickpockets by an elderly mentor.
Director	The Graduate	1967	7	8	106	Comedy	Drama	December	77	A disillusioned college graduate finds himself torn between his older lover and her daughter.
Director	 A Man for All Seasons	1966	8	7.9	120	Biography	Drama	May		The story of Thomas More who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarriage.
Director	 The Sound of Music	1965	10	8	174	Biography	Drama	March		A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.
Director	 My Fair Lady	1964	12	7.9	170	Drama	Family	December		A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.
Director	Tom Jones	1963	10	6.8	128	Adventure	Comedy	December		"In eighteenth century England ""first cousins"" Tom Jones and Master Blifil grew up together in privilege in the western countryside but could not be more different in nature. Tom the ...                See full summary »"
Director	 Lawrence of Arabia	1962	10	8.4	216	Adventure	Biography	January	100	Follows a brilliant flamboyant and controversial British military figure and his conflicted loyalties during wartime service.
Director	West Side Story	1961	11	7.6	152	Crime	Drama	December		Two youngsters from rival New York City gangs fall in love but tensions between their respective friends build toward tragedy.
Director	 The Apartment	1960	10	8.3	125	Comedy	Drama	September		A man tries to rise in his company by letting its executives use his apartment for trysts but complications and a romance of his own ensue.
